account_id,account_name,created_at,plan_tier,industry,region,company_size_bucket,billing_status
acct_00000239,Swift Stack,2025-01-16 09:00:00,smb,Healthcare,NA,11-50,active
acct_00000240,Echo Systems,2025-01-07 09:00:00,smb,Fintech,NA,1-10,active
acct_00000241,Cedar Stack,2025-01-10 09:00:00,enterprise,EdTech,NA,1001-5000,churned
acct_00000242,Vector Systems,2025-01-16 09:00:00,smb,Marketplace,LATAM,11-50,active
acct_00000243,Bright Stack,2025-01-11 09:00:00,smb,E-commerce,APAC,51-200,active
acct_00000244,Aurora Ops,2025-02-03 09:00:00,enterprise,Media,NA,5000+,churned
acct_00000245,Signal Labs,2025-02-15 09:00:00,smb,Logistics,LATAM,51-200,active
acct_00000246,Swift Labs,2025-01-02 09:00:00,mid_market,Media,EMEA,201-500,churned
acct_00000247,Cedar Works,2025-02-14 09:00:00,smb,SaaS,NA,1-10,active
acct_00000248,Cloud Flow,2025-01-23 09:00:00,smb,Travel,LATAM,1-10,active
acct_00000249,Echo Works,2025-01-06 09:00:00,mid_market,Healthcare,EMEA,51-200,active
acct_00000250,Vector Systems,2025-01-11 09:00:00,smb,Professional Services,LATAM,51-200,churned
acct_00000251,Cedar Support,2025-01-15 09:00:00,enterprise,SaaS,NA,5000+,active
acct_00000252,Atlas Labs,2025-02-06 09:00:00,enterprise,Fintech,NA,5000+,active
acct_00000253,Pulse HQ,2025-01-05 09:00:00,mid_market,Logistics,EMEA,201-500,active
acct_00000254,Aurora Labs,2025-02-14 09:00:00,mid_market,EdTech,APAC,201-500,active
acct_00000255,Blue Systems,2025-02-08 09:00:00,mid_market,Professional Services,EMEA,201-500,active
acct_00000256,Swift Tech,2025-01-28 09:00:00,enterprise,Fintech,NA,501-1000,active
acct_00000257,Lumen Systems,2025-01-25 09:00:00,smb,E-commerce,NA,11-50,active
acct_00000258,Bright Support,2025-01-18 09:00:00,smb,Travel,NA,1-10,churned
acct_00000259,Atlas Labs,2025-01-06 09:00:00,smb,EdTech,APAC,11-50,active
acct_00000260,Swift Works,2025-01-16 09:00:00,mid_market,Healthcare,EMEA,51-200,active
acct_00000261,Cloud Desk,2025-01-27 09:00:00,smb,Media,EMEA,11-50,active
acct_00000262,Cloud Cloud,2025-01-09 09:00:00,smb,Marketplace,NA,11-50,active
acct_00000263,Cloud Desk,2025-02-11 09:00:00,mid_market,Fintech,NA,501-1000,active
acct_00000264,Aurora Tech,2025-01-19 09:00:00,enterprise,Healthcare,NA,5000+,active
acct_00000265,Bright Tech,2025-02-06 09:00:00,smb,SaaS,EMEA,51-200,active
acct_00000266,Atlas Tech,2025-01-19 09:00:00,smb,Logistics,NA,11-50,active
acct_00000267,North Desk,2025-01-10 09:00:00,smb,EdTech,NA,11-50,active
acct_00000268,Aurora Ops,2025-02-14 09:00:00,enterprise,Marketplace,EMEA,5000+,active
acct_00000269,Vector Labs,2025-01-16 09:00:00,smb,Professional Services,EMEA,11-50,active
acct_00000270,Peak Ops,2025-01-28 09:00:00,mid_market,Travel,EMEA,51-200,active
acct_00000271,Prime Flow,2025-01-30 09:00:00,smb,SaaS,NA,11-50,active
acct_00000272,Cloud Flow,2025-01-08 09:00:00,enterprise,Media,EMEA,1001-5000,active
acct_00000273,Blue Ops,2025-02-14 09:00:00,smb,SaaS,NA,1-10,active
acct_00000274,Cloud Support,2025-01-16 09:00:00,mid_market,EdTech,APAC,201-500,active
acct_00000275,Pulse AI,2025-02-12 09:00:00,smb,Travel,NA,11-50,past_due
acct_00000276,North HQ,2025-02-15 09:00:00,smb,E-commerce,NA,11-50,active
acct_00000277,Pulse Cloud,2025-02-01 09:00:00,smb,Travel,NA,51-200,active
acct_00000278,Pulse Works,2025-02-13 09:00:00,mid_market,E-commerce,NA,201-500,active
acct_00000279,Pulse Stack,2025-02-14 09:00:00,smb,EdTech,EMEA,11-50,active
acct_00000280,Bright Systems,2025-01-12 09:00:00,enterprise,EdTech,NA,1001-5000,active
acct_00000281,Prime Cloud,2025-01-09 09:00:00,smb,EdTech,EMEA,11-50,active
acct_00000282,Echo AI,2025-01-11 09:00:00,smb,SaaS,NA,11-50,churned
acct_00000283,Prime Works,2025-02-06 09:00:00,mid_market,E-commerce,APAC,501-1000,active
acct_00000284,Peak Support,2025-01-03 09:00:00,smb,Media,EMEA,1-10,active
acct_00000285,Atlas Support,2025-01-03 09:00:00,enterprise,Professional Services,APAC,1001-5000,active
acct_00000286,Pulse Support,2025-02-07 09:00:00,mid_market,Logistics,APAC,501-1000,active
acct_00000287,Prime Systems,2025-02-06 09:00:00,mid_market,Media,NA,201-500,active
acct_00000288,Echo Flow,2025-02-13 09:00:00,enterprise,SaaS,NA,5000+,active
acct_00000289,Atlas Tech,2025-01-09 09:00:00,mid_market,Logistics,EMEA,201-500,active
acct_00000290,Echo Tech,2025-01-27 09:00:00,smb,EdTech,APAC,11-50,active
acct_00000291,Blue Tech,2025-01-30 09:00:00,enterprise,Media,EMEA,1001-5000,active
acct_00000292,Swift Desk,2025-01-23 09:00:00,mid_market,Marketplace,EMEA,201-500,active
acct_00000293,Signal Flow,2025-02-05 09:00:00,smb,Logistics,NA,1-10,active
acct_00000294,Signal Labs,2025-01-30 09:00:00,mid_market,Professional Services,NA,201-500,churned
acct_00000295,Cedar Works,2025-02-11 09:00:00,smb,Healthcare,NA,11-50,active
acct_00000296,Lumen AI,2025-01-04 09:00:00,mid_market,Logistics,EMEA,51-200,active
acct_00000297,Signal Labs,2025-01-09 09:00:00,smb,Healthcare,NA,51-200,active
acct_00000298,North Tech,2025-01-31 09:00:00,mid_market,E-commerce,NA,201-500,churned
